form_code,form_title,version,source_pdf,section_order,section_title,section_relevance,order,panel_path,repeat_context,source_code,variable_code,label_en,label_hi,type,source_type,appearance,instruction_en,hint_en,choices,choices_hi,relevance,validation,calculation,read_only,required,raw_text
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,2,02-HOUSEHOLD SCHEDULE,,17,hhq_household_members,repeat: hhq_household_members,3_i,member_relationship_to_head,What is the relationship of (name of person i) to the head of the household?,What is the relationship of (name of person i) to the head of the household?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Head; 2: Wife or husband; 3: Son/daughter; 4: Son/daughter-in-law; 5: Grandchild; 6: Parent; 7: Parent-in-law; 8: Brother/sister; 9: Brother-in-law or sister-in-law; 10: Niece/Nephew; 11: Other relative; 12: Adopted/Foster/Step-NO; 13: Domestic Servant; 14: Other not related; 98: Don't know,1: सिर; 2: Wife or husband; 3: Son/daughter; 4: Son/daughter-in-law; 5: पोता; 6: माता-पिता; 7: सास-ससुर; 8: भाई/बहन; 9: जीजा या भाभी; 10: भतीजी/भतीजा; 11: अन्य रिश्तेदार; 12: गोद लिया/पालन/चरण-सं; 13: घरेलू नौकर; 14: अन्य संबंधित नहीं; 98: नहीं पता,,"[""98 Don't know"",""single coded option""]",,,,What is the relationship of (name of person i) to the head of the household? 1 Head 2 Wife or husband 3 Son/daughter 4 Son/daughter-in-law 5 Grandchild 6 Parent 7 Parent-in-law 8 Brother/sister 9 Brother-in-law or sister-in-law 10 Niece/Nephew 11 Other relative 12 Adopted/Foster/Step-NO 13 Domestic Servant 14 Other not related 98 Don't know
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,2,02-HOUSEHOLD SCHEDULE,,18,hhq_household_members,repeat: hhq_household_members,4_i,member_sex,"Is (name) male, female or transgender?","क्या (नाम) पुरुष है, महिला है या ट्रांसजेंडर है?",radiogroup,select_one,"{""render_as"":""radio""}",,,1: male; 2: female; 3: transgender,1: male; 2: female; 3: transgender,,"[""single coded option""]",,,,"Is (name) male, female or transgender? 1 male 2 female 3 transgender"
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,2,02-HOUSEHOLD SCHEDULE,,19,hhq_household_members,repeat: hhq_household_members,5_i,member_last_residence_place,What was the place of last residence?,What was the place of last residence?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: within the same district; 2: within same state but not within district; 3: out of state but within country; 4: out of the country,1: within the same district; 2: within same state but not within district; 3: out of state but within country; 4: out of the country,,"[""single coded option""]",,,,What was the place of last residence? 1 within the same district 2 within same state but not within district 3 out of state but within country 4 out of the country
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,2,02-HOUSEHOLD SCHEDULE,,20,hhq_household_members,repeat: hhq_household_members,6_i,member_residence_duration,Since how long has (name) been continuously living here?,(नाम) लगातार यहाँ कब से रह रहा/रही है?,multipletext,integer_group,"{""render_as"":""numeric_textboxes""}","If less than 1 year enter months; if less than 1 month enter 00 months. Record months and years. If less than 1 year, enter months; if less than 1 month, enter 00 months.",,,,,"[""If less than 1 year enter months; if less than 1 month enter 00 months.""]",,,,"Since how long (name) is continuously living here? |_|_| months |_|_| years If less than 1 year enter in months, if less than 1 month, enter 00"
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,2,02-HOUSEHOLD SCHEDULE,,21,hhq_household_members,repeat: hhq_household_members,7_i,member_age_years,How old is (name)?,How old is (name)?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Record completed years. Enter 00 if less than one year; enter 95 if age is 95 years or more.,,,,,"[{""type"":""numeric"",""minValue"":0,""maxValue"":95}] | [""Record completed years. Enter 00 if less than one year; enter 95 if age is 95 years or more.""]",,,,How old is (name)? 2-digits Record completed years based on date of last birth or on answer 00 = Age less than one year / 95 = age 95 years or more |_|_| years
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,2,02-HOUSEHOLD SCHEDULE,,22,hhq_household_members,repeat: hhq_household_members,CHECK LISTING,hhq_check_listing_instruction,Check household listing,Check household listing,html,,,,,,,,,,,,
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,2,02-HOUSEHOLD SCHEDULE,,23,hhq_household_members,repeat: hhq_household_members,8_i,member_marital_status,What is (name)'s current marital status?,What is (name)'s current marital status?,radiogroup,select_one,"{""render_as"":""radio""}",Ask only if individual is age 13 or older.,,"1: Currently married; 2: Married, but Gauna not performed; 3: Widowed; 4: Divorced; 5: Separated; 6: Deserted; 7: Never married; 8: Live-in relationship; 98: Don't know","1: Currently married; 2: Married, but Gauna not performed; 3: Widowed; 4: Divorced; 5: Separated; 6: Deserted; 7: Never married; 8: Live-in relationship; 98: Don't know",{member_age_years} >= 13,"[""98 Don't know"",""single coded option""]",,,,"What is (name)'s current marital status 1 Currently married Ask only if individual is age 13 or older 2 Married, but Gauna bot performed 3 Widowed 4 Divorced 5 Separated 6 Deserted 7 Never married 8 Live-in relationship 98 Don't know"
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,2,02-HOUSEHOLD SCHEDULE,,24,hhq_household_members,repeat: hhq_household_members,9_i,member_woman_questionnaire_eligible,Eligibility for woman's questionnaire,Eligibility for woman's questionnaire,radiogroup,select_one,"{""render_as"":""radio""} | readOnly=True","Automatically filled if ever married, female, and age 18-49.",,1: Yes; 2: No,1: Yes; 2: No,,"[""18-49"",""single coded option""]",,True,,"Eligibility for woman's questionnaire 1 yes To be automatically filled if ever married (marital status different from 7), female, between ages 18-49"
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,2,02-HOUSEHOLD SCHEDULE,,26,hhq_household_members,repeat: hhq_household_members,10_i,member_birth_registration_status,Does (name) have a birth certificate? IF NO: has (name)'s birth ever been,क्या (नाम) के पास जन्म प्रमाण पत्र है? यदि नहीं: क्या (नाम) का जन्म कभी हुआ है,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Has birth certificate; 2: Was registered; 3: Neither has certificate or was registered; 8: Don't know,1: जन्म प्रमाण पत्र है; 2: Was registered; 3: न तो प्रमाण पत्र है और न ही पंजीकरण कराया गया है; 8: नहीं पता,{member_age_years} <= 4,"[""0-4"",""single coded option""]",,,,Does (name) have a birth certificate? IF NO: has (name)'s birth ever been 1 Has birth certificate Ask only if individual is age 0-4 registered with the civil authority? 2 Was registered 3 Neither has certificate or was registered 8 Don't know
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,2,02-HOUSEHOLD SCHEDULE,,27,hhq_household_members,repeat: hhq_household_members,11A_i,member_ever_attended_school,"Has (name) ever attended school, including online classes?","Has (name) ever attended school, including online classes?",radiogroup,select_one,"{""render_as"":""radio""}","Ask only if individual is age 5 or older. If no, skip to 12_i.",,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,{member_age_years} >= 5,"[""single coded option""]",,,,"if age 5 or older 1 yes Ask only if individual is age 5 or older Has (name) ever attended school including online classes? 2 no If answer is 2 (no), skip to 12_i 8 Don't know"
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,2,02-HOUSEHOLD SCHEDULE,,28,hhq_household_members,repeat: hhq_household_members,11B_i,member_highest_grade_completed,What is the highest grade (name) has ever completed?,What is the highest grade (name) has ever completed?,radiogroup,select_one,"{""render_as"":""radio""}",,,0: Less than one year completed; 1: One year completed; 2: Two years completed; 3: 3 years completed; 95: Pre-primary; 98: Don't know,0: Less than one year completed; 1: One year completed; 2: Two years completed; 3: 3 years completed; 95: Pre-primary; 98: Don't know,{member_ever_attended_school} = 1,"[""95 Pre-Primary 98 Don't know"",""98 Don't know"",""single coded option""]",,,,What is the highest grade (name) has ever completed? 0 Less than one year completed 1 One year completed 2 Two years completed 3 3 Years completed … 95 Pre-Primary 98 Don't know
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,2,02-HOUSEHOLD SCHEDULE,,15.1,,,14,hhq_total_household_members,Total persons in household,Total persons in household,text,calculated_integer,"{""render_as"":""readonly_calculated_numeric""} | inputType=number | readOnly=True",Automatically filled from the household listing. Calculated value must be between 1 and 20.,,,,,"[{""type"":""numeric"",""minValue"":1,""maxValue"":20,""text"":{""default"":""Calculated value must be from 1 to 20."",""hi"":"""",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}] | [""Auto-filled from household listing; range 1-20.""]",Count household member rows in 02-HOUSEHOLD SCHEDULE.,True,,Total persons in household Automatically filled after household listing
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,2,02-HOUSEHOLD SCHEDULE,,15.2,,,15,hhq_total_eligible_women,Total Women Eligible for Women's Questionnaire,Total Women Eligible for Women's Questionnaire,text,calculated_integer,"{""render_as"":""readonly_calculated_numeric""} | inputType=number | readOnly=True","Automatically filled after household listing: female, age 18-49, ever-married.",,,,,"[{""type"":""numeric"",""minValue"":0,""maxValue"":20,""text"":{""default"":""Calculated value must be from 0 to 20."",""hi"":"""",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}] | [""Auto-filled from household listing; range 0-20.""]","Count household members who are female, age 18-49, and ever-married in 02-HOUSEHOLD SCHEDULE.",True,,"Total Women Eligible for Women's Questionnaire (female, age 18-49, ever-married) Automatically filled after household listing 02-HOUSEHOLD SCHEDULE Now we would like some information about the people who usually live in your household"
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,3,03-HOUSEHOLD CHARACTERISTICS,,16,,,1,hhq_often_anyone_smoke_inside_house_say_daily_weekly,How often does anyone smoke inside your house?,How often does anyone smoke inside your house?,radiogroup,select_one,"{""render_as"":""radio""}","Would you say daily, weekly, monthly, less than monthly, or never?",,1: Daily; 2: Weekly; 3: Monthly; 4: Less than monthly; 5: Never,1: Daily; 2: Weekly; 3: Monthly; 4: Less than monthly; 5: Never,,"[""single coded option""]",,,,"How often does anyone smoke inside your house? Would you say daily, weekly, 1 Daily monthly, less than monthly, or never? 2 Weekly 3 Monthly 4 Less than monthly 5 Never"
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,3,03-HOUSEHOLD CHARACTERISTICS,,17,,,2A,hhq_main_source_drinking_water_members_household_piped_water,What is the main source of drinking water for members of your household?,What is the main source of drinking water for members of your household?,radiogroup,select_one,"{""render_as"":""radio""}",,,"11: Piped into dwelling; 12: Piped to yard/plot; 13: Piped to neighbour; 14: Public tap/standpipe; 21: Tube well or borehole; 31: Protected well; 32: Unprotected well; 41: Protected spring; 42: Unprotected spring; 51: Rainwater; 61: Tanker truck; 71: Cart with small tank; 81: Surface water; 91: Bottled water; 92: Community RO plant; 96: Other, specify","11: Piped into dwelling; 12: Piped to yard/plot; 13: Piped to neighbour; 14: Public tap/standpipe; 21: Tube well or borehole; 31: Protected well; 32: Unprotected well; 41: Protected spring; 42: Unprotected spring; 51: Rainwater; 61: Tanker truck; 71: Cart with small tank; 81: Surface water; 91: Bottled water; 92: Community RO plant; 96: Other, specify",,"[""single coded option""]",,,,What is the main source of drinking water for members of your household? PIPED WATER 11 Piped into dwelling 12 Piped to yard/plot 13 Piped to Neighbour 14 Public tap/standpipe 21 TUBE WELL OR BOREHOLE DUG WELL 31 Protected well 32 Unprotected well WATER FROM SPRING 41 Protected spring 42 Unprotected spring 51 RAINWATER 61 TANKER TRUCK 71 CART WITH SMALL TANK 81 SURFACE WATER (RIVER/DAM/LAKE/PONDS/STREAM/CANAL/IRRIGATION CHANNEL) 91 BOTTLED WATER 92 COMMUNITY RO PLANT 96 OTHER (SPECIFY)
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,3,03-HOUSEHOLD CHARACTERISTICS,,17.1,,,2A_96_specify,hhq_main_source_drinking_water_members_household_piped_water_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other, specify is selected.",,,,{hhq_main_source_drinking_water_members_household_piped_water} = 96,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other, specify"
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,3,03-HOUSEHOLD CHARACTERISTICS,,18,,,2B,hhq_water_source_located,Where is the water source located?,Where is the water source located?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: In own dwelling; 2: In own yard/plot; 3: Elsewhere,1: अपने ही आवास में; 2: अपने आँगन/प्लॉट में; 3: कहीं,,"[""single coded option""]",,,,Where is the water source located? 1 In own dwelling 2 In own yard/plot 3 Elsewhere
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,3,03-HOUSEHOLD CHARACTERISTICS,,19,,,2C,hhq_household_usually_make_water_safe_drink_anything_else,What does this household usually do to make the water safe to drink? Anything else?,What does this household usually do to make the water safe to drink? Anything else?,checkbox,select_multiple,"{""render_as"":""checkboxes""}",Record all mentioned.,,A: Boil; B: Use Alum; C: Add Bleach/Chlorine Tablets; D: Strain through a cloth; E: Use water filter (ceramic/sand/composite/etc); F: Use electronic purifier; G: Use solar disinfection; H: Let it stand and settle; X: OTHER (SPECIFY); Z: Don't know,A: उबालें; B: Use Alum; C: ब्लीच/क्लोरीन की गोलियाँ जोड़ें; D: Strain through a cloth; E: Use water filter (ceramic/sand/composite/etc); F: Use electronic purifier; G: Use solar disinfection; H: इसे खड़े रहने दो और व्यवस्थित होने दो; X: अन्य (निर्दिष्ट करे); Z: नहीं पता,,"[""multiple coded options allowed"",""Record all mentioned.""]",,,,What does this household usually do to make the water safe to drink? Anything else? A Boil (RECORD ALL MENTIONED) B Use Alum C Add Bleach/Chlorine Tablets D Strain through a cloth E Use water filter (ceramic/sand/composite/etc) F Use electronic purifier G Use solar disinfection H Let it stand and settle X OTHER (SPECIFY) Z Don't know
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,3,03-HOUSEHOLD CHARACTERISTICS,,19.1,,,2C_X_specify,hhq_household_usually_make_water_safe_drink_anything_else_other_specify,Specify other water treatment method,अन्य जल शोधन विधि निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}",Complete only if OTHER (SPECIFY) is selected.,,,,{hhq_household_usually_make_water_safe_drink_anything_else} contains 'X',"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other water treatment method."",""hi"":""अन्य जल शोधन विधि निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,OTHER (SPECIFY)
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,3,03-HOUSEHOLD CHARACTERISTICS,,20,,,3A,hhq_family_members_toilet_facility_that_can_use,Whether you and your family members have a toilet facility that you can use?,Whether you and your family members have a toilet facility that you can use?,radiogroup,select_one,"{""render_as"":""radio""}",,,"1: Yes, own toilet; 2: Yes, shared toilet with other household; 3: Yes, community toilet; 4: No access","1: Yes, own toilet; 2: Yes, shared toilet with other household; 3: Yes, community toilet; 4: तक पहुँच नहीं",,"[""single coded option""]",,,,"Whether you and your family members have a toilet facility that you can use? 1 Yes, own toilet 2 Yes, shared toilet with other household 3 Yes, community toilet 4 No access SKIP TO 4"
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,3,03-HOUSEHOLD CHARACTERISTICS,,21,,,3B,hhq_kind_toilet_facility_members_household_usually_use_flush,What kind of toilet facility do members of your household usually use?,What kind of toilet facility do members of your household usually use?,radiogroup,select_one,"{""render_as"":""radio""}",,,"11: Flush to piped water system; 12: Flush to septic tank; 13: Flush to pit latrine; 14: Flush to somewhere else; 15: Flush, don't know where; 21: Ventilated improved single pit (VIP)/Biogas latrine; 22: Single pit latrine with slab; 23: Single pit latrine without slab/open pit; 31: Twin pit/composting toilet; 41: Dry toilet; 51: Uses open space or field; 96: Other, specify","11: Flush to piped water system; 12: Flush to septic tank; 13: Flush to pit latrine; 14: Flush to somewhere else; 15: Flush, don't know where; 21: Ventilated improved single pit (VIP)/Biogas latrine; 22: Single pit latrine with slab; 23: Single pit latrine without slab/open pit; 31: Twin pit/composting toilet; 41: Dry toilet; 51: Uses open space or field; 96: Other, specify",{hhq_family_members_toilet_facility_that_can_use} != 4,"[""single coded option""]",,,,"What kind of toilet facility do members of your household usually use FLUSH OR POUR FLUSH TOILET 11 Flush to piped water system 12 Flush to septic tank 13 Flush to pit latrine 14 Flush to somewhere else 15 Flush, don't know where PIT LATRINE 21 Ventilated improved single pit (VIP)/Biogas latrine 22 Single pit latrine with slab 23 Single pit latrine without slab/open pit 31 TWIN PIT/COMPOSTING TOILET 41 DRY TOILET 51 USES OPEN SPACE OR FIELD SKIP TO 4 96 OTHER (SPECIFY)"
HHQ,Baseline Household Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_household_questionnaire_v2026.05.09.pdf,3,03-HOUSEHOLD CHARACTERISTICS,,21.1,,,3B_96_specify,hhq_kind_toilet_facility_members_household_usually_use_flush_other_specify,Specify other toilet facility type,अन्य शौचालय सुविधा प्रकार निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other, specify is selected.",,,,{hhq_kind_toilet_facility_members_household_usually_use_flush} = 96,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other toilet facility type."",""hi"":""अन्य शौचालय सुविधा प्रकार निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,OTHER (SPECIFY)
