form_code,form_title,version,source_pdf,section_order,section_title,section_relevance,order,panel_path,repeat_context,source_code,variable_code,label_en,label_hi,type,source_type,appearance,instruction_en,hint_en,choices,choices_hi,relevance,validation,calculation,read_only,required,raw_text
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,10,,,10,wq_name_husband,Name of husband (if currently married),पति का नाम (यदि वर्तमान में विवाहित है),text,free_text,"{""render_as"":""input""}",,,,,{wq_current_marital_status} = 1,,,,,Name of husband (if currently married)
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,11,,,11,wq_husband_permanent_id,Husband's permanent ID,पति की स्थायी आईडी,text,text,"{""render_as"":""input""}",,,,,,,,,,Husband's permanent ID
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,12,,,12,wq_mobile_phone_woman,Mobile phone of woman,महिला का मोबाइल फोन,text,phone,"{""render_as"":""input""} | inputType=tel",,,,,,,,,,Mobile phone of woman
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,13,,,15,wq_mobile_phone_husband,Mobile phone of husband,पति का मोबाइल फोन,text,phone,"{""render_as"":""input""} | inputType=tel",,,,,,,,,,Mobile phone of husband
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,14,,,16,wq_state_born,Which state were you born in?,,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Jammu & Kashmir; 2: Himachal Pradesh; 3: Punjab; 4: Chandigarh; 5: Uttarakhand; 6: Haryana; 7: NCT of Delhi; 8: Rajasthan; 9: Uttar Pradesh; 10: Bihar; 11: Sikkim; 12: Arunachal Pradesh; 13: Nagaland; 14: Manipur; 15: Mizoram; 16: Tripura; 17: Meghalaya; 18: Assam; 19: West Bengal; 20: Jharkhand; 21: Odisha; 22: Chhattisgarh; 23: Madhya Pradesh; 24: Gujarat; 25: Dadra & Nagar Haveli and Daman & Diu; 27: Maharashtra; 28: Andhra Pradesh; 29: Karnataka; 30: Goa; 31: Lakshadweep; 32: Kerala; 33: Tamil Nadu; 34: Puducherry; 35: Andaman & Nicobar Islands; 36: Telangana; 37: Ladakh; 96: Outside of India,1: जम्मू और कश्मीर; 2: हिमाचल प्रदेश; 3: पंजाब; 4: चंडीगढ़; 5: उत्तराखंड; 6: हरियाणा; 7: राष्ट्रीय राजधानी क्षेत्र दिल्ली; 8: राजस्थान; 9: उत्तर प्रदेश; 10: बिहार; 11: सिक्किम; 12: अरुणाचल प्रदेश; 13: नागालैंड; 14: मणिपुर; 15: मिजोरम; 16: त्रिपुरा; 17: मेघालय; 18: असम; 19: पश्चिम बंगाल; 20: झारखंड; 21: ओडिशा; 22: छत्तीसगढ़; 23: मध्य प्रदेश; 24: गुजरात; 25: दादरा और नगर हवेली और दमन और दीव; 27: महाराष्ट्र; 28: आंध्र प्रदेश; 29: कर्नाटक; 30: गोवा; 31: लक्षद्वीप; 32: केरल; 33: तमिलनाडु; 34: पुदुचेरी; 35: अंडमान और निकोबार द्वीपसमूह; 36: तेलंगाना; 37: लद्दाख; 96: भारत से बाहर,,,,,,Which state were you born in? 1 Jammu & Kashmir Following NFHS-5 categories and labeling - update using NFHS-6 2 Himachal Pradesh once we know - as needed per current states 3 Punjab 4 Chandigarh 5 Uttarakhand 6 Haryana 7 Nct Of Delhi 8 Rajasthan 9 Uttar Pradesh 10 Bihar 11 Sikkim 12 Arunachal Pradesh 13 Nagaland 14 Manipur 15 Mizoram 16 Tripura 17 Meghalaya 18 Assam 19 West Bengal 20 Jharkhand 21 Odisha 22 Chhattisgarh 23 Madhya Pradesh 24 Gujarat 25 Dadra & Nagar Haveli And Daman & Diu 27 Maharashtra 28 Andhra Pradesh 29 Karnataka 30 Goa 31 Lakshadweep 32 Kerala 33 Tamil Nadu 34 Puducherry 35 Andaman & Nicobar Islands 36 Telangana 37 Ladakh 96 Outside of India
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,15,,,17,wq_locality_code_2,"How long have you been living continuously in the current city, town, or village of residence?",,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number","Record years. Enter 00 if less than one year, 95 for always, 96 for visitor.",,,,,"[{""type"":""numeric"",""minValue"":0,""maxValue"":96}]",,,,"How long have you been living continuously |_|_| years in (NAME OF CURRENT CITY, TOWN, OR VILLAGE OF RESIDENCE)? 95 always If less than one year, record 00 years 96 visitor"
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,16,,,18,wq_birth_month,In what month were you born?,आपका जन्म किस महीने में हुआ था?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Record month 01-12. Enter 98 if month is not known.,,,,,"[{""type"":""expression"",""text"":{""default"":""Enter 01-12, or 98 if month is not known."",""hi"":""01-12 दर्ज करें, या माह ज्ञात न हो तो 98 दर्ज करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""},""expression"":""({wq_birth_month} >= 1 and {wq_birth_month} <= 12) or {wq_birth_month} = 98""}]",,,,In what month and year were you born? |_|_| month (01 to 12) 98 don't know month |_|_|_|_| year 9998 don't know year
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,16.1,,,18_year,wq_birth_year,In what year were you born?,आपका जन्म किस वर्ष में हुआ था?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Record four-digit year. Enter 9998 if year is not known.,,,,,"[{""type"":""expression"",""text"":{""default"":""Enter a four-digit year, or 9998 if year is not known."",""hi"":""चार अंकों का वर्ष दर्ज करें, या वर्ष ज्ञात न हो तो 9998 दर्ज करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""},""expression"":""(({wq_birth_year} >= 1900 and {wq_birth_year} <= 2030) or {wq_birth_year} = 9998)""}]",,,,In what month and year were you born? |_|_| month (01 to 12) 98 don't know month |_|_|_|_| year 9998 don't know year
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,17,,,19,wq_old_last_birthday_age_completed_years_compare_correct,How old were you at your last birthday?,अपने पिछले जन्मदिन पर आपकी उम्र कितनी थी?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Record age in completed years. Compare with month/year of birth and correct if inconsistent.,,,,,"[{""type"":""numeric"",""minValue"":10,""maxValue"":99}]",,,,How old were you at your last birthday? |_|_| age in completed years COMPARE AND CORRECT 18 AND/OR 19 IF INCONSISTENT
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,18,,,20,wq_general_say_health_very,"In general, would you say your health is very","सामान्य तौर पर, क्या आप कहेंगे कि आपका स्वास्थ्य बहुत अच्छा है",radiogroup,select_one,"{""render_as"":""radio""}",,,"1: Very Good good, good, moderate, bad, or very bad?; 2: Good; 3: Moderate; 4: Bad; 5: Very Bad","1: Very Good good, good, moderate, bad, or very bad?; 2: अच्छा; 3: मध्यम; 4: खराब; 5: Very Bad",,,,,,"In general, would you say your health is very 1 Very Good good, good, moderate, bad, or very bad? 2 Good 3 Moderate 4 Bad 5 Very Bad"
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,19,,,21,wq_ever_attended_school,Have you ever attended school?,क्या आप कभी स्कूल गए हैं?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no,1: yes; 2: no,,,,,,Have you ever attended school? 1 yes 2 no SKIP TO 23
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,20,,,22,wq_highest_grade_completed,What is the highest grade you completed?,,text,numeric_text,"{""render_as"":""numeric_textbox""} | inputType=number","Enter completed grade. Use 0 for less than one year completed, 95 for Pre-Primary, and 98 for Don't know.",,0: Less than one year completed; 1: One year completed; 2: Two years completed; 3: 3 Years completed; ...: Continue by completed grade; 95: Pre-Primary; 98: Don't know,0: Less than one year completed; 1: One year completed; 2: Two years completed; 3: 3 Years completed; ...: Continue by completed grade; 95: Pre-Primary; 98: Don't know,{wq_ever_attended_school} = 1,"[{""type"":""expression"",""text"":""Enter 0-30, 95, or 98."",""expression"":""({wq_highest_grade_completed} >= 0 and {wq_highest_grade_completed} <= 30) or {wq_highest_grade_completed} = 95 or {wq_highest_grade_completed} = 98""}] | PDF codes: 0, 1, 2, 3... completed grade; 95 Pre-Primary; 98 Don't know",,,,What is the highest grade you completed? 0 Less than one year completed 1 One year completed 2 Two years completed 3 3 Years completed … 95 Pre-Primary 98 Don't know
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,21,,,23,wq_religion,What is your religion?,,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Hindu,1: हिंदू,,,,,,What is your religion? 1 Hindu
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,22,,,23,wq_religion_2,What is your religion?,,radiogroup,select_one,"{""render_as"":""radio""}",,,2: Muslim; 3: Christian; 4: Sikh; 5: Buddhist/Neo-Buddhist; 6: Jain; 7: Jewish; 8: Parsi/Zoroastrian; 9: No religion; 96: Other (specify),2: मुसलमान; 3: ईसाई; 4: Sikh; 5: बौद्ध/नव-बौद्ध; 6: जैन; 7: यहूदी; 8: पारसी/पारसी; 9: कोई धर्म नहीं; 96: अन्य (बताएँ),,,,,,What is your religion? 2 Muslim 3 Christian 4 Sikh 5 Buddhist/Neo-Buddhist 6 Jain 7 Jewish 8 Parsi/Zoroastrian 9 No religion 96 Other (specify)
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,22.1,,,23_96_specify,wq_religion_2_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}",Complete only if Other (specify) is selected.,,,,{wq_religion_2} = 96,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,Other (specify)
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,23,,,24,wq_belong_scheduled_caste,"Do you belong to a scheduled caste, a",क्या आप अनुसूचित जाति से हैं?,radiogroup,select_one,"{""render_as"":""radio""}",,,"1: Scheduled caste scheduled tribe, other backward class, or; 2: Scheduled tribe none of these?; 3: Other backward class; 4: None of them","1: Scheduled caste scheduled tribe, other backward class, or; 2: Scheduled tribe none of these?; 3: अन्य पिछड़ा वर्ग; 4: इनमें से कोई भी नहीं",,,,,,"Do you belong to a scheduled caste, a 1 Scheduled caste scheduled tribe, other backward class, or 2 Scheduled tribe none of these? 3 Other backward class 4 None of them"
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,1,01-Respondent's Background,,24,,,25,wq_current_marital_status,What is your current marital status?,,radiogroup,select_one,"{""render_as"":""radio""}",,,"1: currently married; 2: married, gauna not performed; 3: widowed; 4: divorced; 5: separated; 6: deserted; 7: never married questionnaire; 8: live-in relationship 02-Reproduction","1: currently married; 2: married, gauna not performed; 3: widowed; 4: divorced; 5: separated; 6: deserted; 7: never married questionnaire; 8: live-in relationship 02-Reproduction",,,,,,"What is your current marital status? 1 currently married 2 married, gauna not performed 3 widowed 4 divorced 5 separated 6 deserted 7 never married stop questionnaire 8 live-in relationship 02-Reproduction"
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,25,,,1,wq,Now,अब,radiogroup,select_one,"{""render_as"":""radio""}",,,I: would like to ask about all the births you have had during your life. Have you ever given birth?; 1: yes; 2: no,I: would like to ask about all the births you have had during your life. Have you ever given birth?; 1: yes; 2: no,,,,,,Now I would like to ask about all the births you have had during your life. Have you ever given birth? 1 yes 2 no skip to 6
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,26,,,2,wq_any_sons_daughters_whom_given_birth_living,Do you have any sons of daughters to whom you have given birth who are now living with you?,"क्या आपके कोई पुत्र हैं, जिन्हें आपने जन्म दिया है और जो अब आपके साथ रह रहे हैं?",radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no,1: yes; 2: no,{wq} = 1,,,,,Do you have any sons of daughters to whom you have given birth who are now living with you? 1 yes 2 no SKIP TO 4
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,27,,,3a,wq_many_sons_live_sons_home,How many sons live with you?,आपके साथ कितने बेटे रहते हैं?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Record two digits. Enter 00 if none.,,,,{wq_any_sons_daughters_whom_given_birth_living} = 1,"[{""type"":""numeric"",""minValue"":0,""maxValue"":50}]",,,,How many sons live with you? |_|_| sons at home 00 if none
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,28,,,3b,wq_many_daugthers_live_daughters_home,How many daughters live with you?,आपके साथ कितनी बेटियाँ रहती हैं?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Record two digits. Enter 00 if none.,,,,{wq_any_sons_daughters_whom_given_birth_living} = 1,"[{""type"":""numeric"",""minValue"":0,""maxValue"":50}]",,,,How many daugthers live with you? |_|_| daughters at home 00 if none
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,29,,,4,wq_any_sons_daughters_whom_given_birth_alive_but,Do you have any sons or daughters to whom you have given birth who are alive but do not live,क्या आपके कोई पुत्र या पुत्रियाँ हैं जिन्हें आपने जन्म दिया है जो जीवित हैं लेकिन जीवित नहीं हैं?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes with you?; 2: no,1: yes with you?; 2: no,{wq} = 1,,,,,Do you have any sons or daughters to whom you have given birth who are alive but do not live 1 yes with you? 2 no SKIP TO 6
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,30,,,5a,wq_many_sons_alive_but_not_live_sons_elsewhere,How many sons are alive but do not live with you?,कितने बेटे जीवित हैं लेकिन आपके साथ नहीं रहते?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Record two digits. Enter 00 if none.,,,,{wq_any_sons_daughters_whom_given_birth_alive_but} = 1,"[{""type"":""numeric"",""minValue"":0,""maxValue"":50}]",,,,How many sons are alive but do not live with you? |_|_| sons elsewhere 00 if none
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,31,,,5b,wq_many_daugthers_alive_but_not_live_daughters_elsewhere,How many daughters are alive but do not live with you?,कितनी बेटियाँ जीवित हैं लेकिन आपके साथ नहीं रहतीं?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Record two digits. Enter 00 if none.,,,,{wq_any_sons_daughters_whom_given_birth_alive_but} = 1,"[{""type"":""numeric"",""minValue"":0,""maxValue"":50}]",,,,How many daugthers are alive but do not live with you? |_|_| daughters elsewhere 00 if none
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,32,,,6,wq_ever_given_birth_boy_girl_born_alive_but,Have you ever given birth to a boy or girl who was born alive but later died?,क्या आपने कभी ऐसे लड़के या लड़की को जन्म दिया है जो जीवित पैदा हुआ हो लेकिन बाद में मर गया हो?,radiogroup,select_one,"{""render_as"":""radio""}","If no, probe for any baby who cried, moved, made sound/effort to breathe, or showed other signs of life, even briefly.",,1: yes; 2: no,1: हाँ; 2: नहीं,,,,,,"Have you ever given birth to a boy or girl who was born alive but later died? 1 yes SKIP TO 8 IF NO, PROBE: Any baby who cried, who made any movement, sound or effort to breathe, or who showed any other signs of life even if for a 2 no very short time?"
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,33,,,7a,wq_many_boys_died_boys_dead,How many boys have died?,कितने लड़कों की मृत्यु हुई है?,text,integer,"{""render_as"":""fixed_width_numeric_boxes""} | inputType=number",,,,,{wq_ever_given_birth_boy_girl_born_alive_but} = 1,"[{""type"":""numeric""}]",,,,How many boys have died? |_|_| boys dead
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,34,,,7b,wq_many_girls_died_gilrs_dead,How many girls have died?,कितनी लड़कियों की मृत्यु हुई है?,text,integer,"{""render_as"":""fixed_width_numeric_boxes""} | inputType=number",,,,,{wq_ever_given_birth_boy_girl_born_alive_but} = 1,"[{""type"":""numeric""}]",,,,How many girls have died? |_|_| gilrs dead
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,35,,,8,wq_sum_answers,Total live births,,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number","Automatically filled from sons/daughters at home, elsewhere, and dead. Enter 00 if none.",,,,,"[{""type"":""numeric"",""minValue"":0,""maxValue"":30}]",,True,,"SUM ANSWERS TO 3, 5, AND 7 ENTER TOTAL IF NONE, RECORD 00 |_|_| total live births Automatically filled, 00 if none"
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,36,,,9,wq_check,Just to make sure that I have this right: you have had this total number of births during your life. Is that correct?,,radiogroup,select_one,"{""render_as"":""radio""}","If no, probe and correct the preceding birth-history counts.",,1: Yes; 2: No,1: Yes; 2: No,,,,,,CHECK 8: 1 yes Just to make sure that I have this right: you have had in TOTAL |_|_| births during your life. Is that correct? 2 no PROBE AND CORRECT 1-8 AS NECESSARY
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,37,,,10,wq_women_sometimes_pregnancy_that_not_result_live_birth,Have you ever had a pregnancy that did not end in a live birth?,क्या आपको कभी ऐसी गर्भावस्था हुई है जिसका अंत जीवित जन्म में नहीं हुआ?,radiogroup,select_one,"{""render_as"":""radio""}","This includes miscarriage, abortion, or a baby born dead.",,1: yes; 2: no,1: हाँ; 2: नहीं,,,,,,"Women sometimes have a pregnancy that does not result in a live birth. For example, a pregnancy can end in a miscarriage, an abortion, or the child can be born dead. Have you ever 1 yes had a pregnancy that did not end in a live birth? 2 no SKIP TO 12"
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,38,,,11,wq_many_miscarriages_abortions_stillbirths_pregnancy_losses,"How many miscarriages, abortions, and stillbirths have you had?","आपको कितने गर्भपात, अबॉर्शन और मृत जन्म हुए हैं?",text,integer,"{""render_as"":""fixed_width_numeric_boxes""} | inputType=number",,,,,{wq_women_sometimes_pregnancy_that_not_result_live_birth} = 1,"[{""type"":""numeric""}]",,,,"How many miscarriages, abortions, and stillbirths have you had? |_|_| pregnancy losses"
WQ,Baseline Woman's Questionnaire,9 MAY 2026,Refs/pretsing forms/baseline_woman_s_questionnaire_v2026.05.09.pdf,2,02-Reproduction,,39,,,12,wq_sum_answers_2,Total pregnancy outcomes,,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Automatically filled from total live births and non-live-birth pregnancy outcomes. Enter 00 if none.,,,,,"[{""type"":""numeric"",""minValue"":0,""maxValue"":40}]",,True,,"SUM ANSWERS TO 8 AND 11 AND ENTER TOTAL IF NONE, RECORD 00 |_|_| total pregnancy outcomes Automatically filled, 00 if none"
