form_code,form_title,version,source_pdf,section_order,section_title,section_relevance,order,panel_path,repeat_context,source_code,variable_code,label_en,label_hi,type,source_type,appearance,instruction_en,hint_en,choices,choices_hi,relevance,validation,calculation,read_only,required,raw_text
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,11,,,11,hrf_partner_sterilized,Are you or your partner sterilized?,क्या आपने या आपके साथी ने नसबंदी करा ली है?,radiogroup,select_one,"{""render_as"":""radio""}",,,"1: Yes, respondent sterilized only PROBE: Who is sterilized, you or your; 2: Yes, partner sterilized only partner?; 3: Yes, both sterilized; 4: No, neither sterilized","1: Yes, respondent sterilized only PROBE: Who is sterilized, you or your; 2: Yes, partner sterilized only partner?; 3: Yes, both sterilized; 4: नहीं, न ही निष्फल",,"[""single coded option""]",,,,"Are you or your partner sterilized? 1 Yes, respondent sterilized only Skip to 15 PROBE: Who is sterilized, you or your 2 Yes, partner sterilized only Skip to 15 partner? 3 Yes, both sterilized Skip to 15 4 No, neither sterilized"
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,12,,,12,hrf_some_women_undergo_operation,Some women undergo an operation to,Some women undergo an operation to,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes remove the uterus. Have you undergone; 2: no such an operation?; 3: don't know,1: yes remove the uterus. Have you undergone; 2: no such an operation?; 3: don't know,,"[""single coded option""]",,,,Some women undergo an operation to 1 yes Skip to 15 remove the uterus. Have you undergone 2 no such an operation? 3 don't know
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,13,,,13,hrf_pregnant,Are you pregnant now?,क्या आप अब गर्भवती हैं?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 98: unsure,1: yes; 2: no; 98: unsure,,"[""98 unsure"",""single coded option""]",,,,Are you pregnant now? 1 yes Schedule in-person visit for pregnancy enrollment form 2 no 98 unsure
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,14,,,14,hrf_last_menstrual_period_date_given_start_days_ago,When did your last menstrual period start?,आपका अंतिम मासिक धर्म कब शुरू हुआ?,multipletext,integer_group,"{""render_as"":""numeric_textboxes""}","Record date if given; otherwise record days, weeks, months, or years ago. Special codes: 993 hysterectomy, 994 menopause, 995 before last birth, 996 never menstruated.",,,,,"[""Record date if given; otherwise record days, weeks, months, or years ago. Special codes: 993 hysterectomy, 994 menopause, 995 before last birth, 996 never menstruated.""]",,,,"When did your last menstrual period |_|_|/|_|_|/|_|_|_|_ DATE, IF GIVEN start? |_|_| days ago IF LESS THAN 1 WEEK, RECORD DAYS |_|_| weeks ago IF LESS THAN 1 MONTH, RECORD WEEKS |_|_| months ago |_|_| yeas ago IF LESS THAN 1 YEAR, RECORD MONTHS 993 has had hysterectomy 994 in menopause 995 before last birth IF LESS THAN 1 MONTH, RECORD WEEKS IF LESS THAN 1 YEAR, RECORD MONTHS 996 never menstruated"
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,15,,,15,hrf_since_last_interaction_any_new,"Since our last interaction, has any new","Since our last interaction, has any new",radiogroup,select_one,"{""render_as"":""radio""}",,,"1: Yes woman joined your household, for example, a woman who married into your; 2: No household?","1: Yes woman joined your household, for example, a woman who married into your; 2: कोई घर नहीं?",,"[""single coded option""]",,,,"Since our last interaction, has any new 1 Yes woman joined your household, for example, a woman who married into your 2 No household?"
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,16,,,16,hrf_many_women_enter_number_new_women,How many women?,कितनी महिलाएँ?,text,integer,"{""render_as"":""fixed_width_numeric_boxes""} | inputType=number",,,,,,"[{""type"":""numeric""}]",,,,How many women? |_| Enter number of new women
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,17,,repeat group,,hrf_new_eligible_women,New women joined household,घर में नई महिलाएँ शामिल हुईं,paneldynamic,,,,,,,{hrf_how_many_women} > 0,,,,,
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,17,hrf_new_eligible_women,repeat: hrf_new_eligible_women,17,hrf_household_member_line_number,Line number,लाइन नंबर,text,integer,"{""render_as"":""input""} | inputType=number",,,,,,"[{""type"":""numeric""}]",,,,Line number
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,18,hrf_new_eligible_women,repeat: hrf_new_eligible_women,18,hrf_give_name_woman_these_women_starting_one_arrived,"Please give me the name of [this woman]/ [these women, starting with the one who arrived most recently]","कृपया मुझे [इस महिला]/ [इन महिलाओं का नाम बताएं, जो सबसे हाल ही में आई हैं उससे शुरू करें]",text,free_text,"{""render_as"":""input""}",,,,,,,,,,"Please give me the name of [this woman]/ [these women, starting with the one who arrived most recently]"
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,19,hrf_new_eligible_women,repeat: hrf_new_eligible_women,19_i,hrf_relationship_head_household,What is the relationship of (name of person i) to the head of the household,What is the relationship of (name of person i) to the head of the household,radiogroup,select_one,"{""render_as"":""radio""}",,,2: Wife (name displayed)?; 3: daughter; 4: daughter-in-law; 5: Grandchild; 6: Parent; 7: Parent-in-law; 8: sister; 9: sister-in-law; 10: Niece; 11: Other relative; 12: Adopted/Foster/Step-NO; 13: Domestic Servant; 14: Other not related; 98: Don't know,2: Wife (name displayed)?; 3: daughter; 4: daughter-in-law; 5: पोता; 6: माता-पिता; 7: सास-ससुर; 8: sister; 9: sister-in-law; 10: भतीजी; 11: अन्य रिश्तेदार; 12: गोद लिया/पालन/चरण-सं; 13: घरेलू नौकर; 14: अन्य संबंधित नहीं; 98: नहीं पता,,"[""98 Don't know"",""single coded option""]",,,,What is the relationship of (name of person i) to the head of the household 2 Wife (name displayed)? 3 daughter 4 daughter-in-law 5 Grandchild 6 Parent 7 Parent-in-law 8 sister 9 sister-in-law 10 Niece 11 Other relative 12 Adopted/Foster/Step-NO 13 Domestic Servant 14 Other not related 98 Don't know
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,20,hrf_new_eligible_women,repeat: hrf_new_eligible_women,20_i,hrf_place_last_residence,What was the place of last residence?,What was the place of last residence?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: within the same district; 2: within same state but not within district; 3: out of state but within country; 4: out of the country,1: within the same district; 2: within same state but not within district; 3: out of state but within country; 4: out of the country,,"[""single coded option""]",,,,What was the place of last residence? 1 within the same district 2 within same state but not within district 3 out of state but within country 4 out of the country
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,21,hrf_new_eligible_women,repeat: hrf_new_eligible_women,21_i,hrf_since_long_continuously_months_living_here_years_less,Since how long has (name) been continuously living here?,(नाम) लगातार यहाँ कब से रह रही है?,multipletext,integer_group,"{""render_as"":""numeric_textboxes""}","If less than 1 year enter months; if less than 1 month enter 00 months. Record months and years. If less than 1 year, enter months; if less than 1 month, enter 00 months.",,,,,"[""If less than 1 year enter months; if less than 1 month enter 00 months.""]",,,,"Since how long (name) is continuously |_|_| months living here? |_|_| years If less than 1 year enter in months, if less than 1 month, enter 00"
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,22,hrf_new_eligible_women,repeat: hrf_new_eligible_women,22_i,hrf_old_years_digits_completed_years_date_last_birth,How old is (name)?,How old is (name)?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Record completed years. Enter 00 if less than one year; enter 95 if age is 95 years or more.,,,,,"[{""type"":""numeric"",""minValue"":0,""maxValue"":95}] | [""Record completed years. Enter 00 if less than one year; enter 95 if age is 95 years or more.""]",,,,How old is (name)? |_|_| years 2-digits Record completed years based on date of last birth or on answer 00 = Age less than one year / 95 = age 95 years or more
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,23,hrf_new_eligible_women,repeat: hrf_new_eligible_women,23_i,hrf_s_current_marital_status,What is (name)'s current marital status,What is (name)'s current marital status,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Currently married; 13: or older,1: फिलहाल शादीशुदा हैं; 13: or older,,"[""single coded option""]",,,,What is (name)'s current marital status 1 Currently married Ask only if individual is age 13 or older
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,24,hrf_new_eligible_women,repeat: hrf_new_eligible_women,23_i,hrf_s_current_marital_status_ask_only_individual_age,What is (name)'s current marital status Ask only if individual is age,What is (name)'s current marital status Ask only if individual is age,radiogroup,select_one,"{""render_as"":""radio""}",,,"13: or older; 2: Married, but Gauna bot performed; 3: Widowed; 4: Divorced; 5: Separated; 6: Deserted; 7: Never married; 8: Live-in relationship; 98: Don't know","13: or older; 2: शादी हो गई, लेकिन गौना बॉट ने किया; 3: Widowed; 4: तलाकशुदा; 5: Separated; 6: सुनसान; 7: शादी कभी नहीं की; 8: लिव-इन रिलेशनशिप; 98: नहीं पता",,"[""98 Don't know"",""single coded option""]",,,,"What is (name)'s current marital status Ask only if individual is age 13 or older 2 Married, but Gauna bot performed 3 Widowed 4 Divorced 5 Separated 6 Deserted 7 Never married 8 Live-in relationship 98 Don't know"
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,25,hrf_new_eligible_women,repeat: hrf_new_eligible_women,24A_i,hrf_age,if age,if age,radiogroup,select_one,"{""render_as"":""radio""}",,,"5: or older; 1: yes; 5: or older Has (name) ever attended school; 2: no; 2: (no), _i including online classes?; 8: Don't know","5: or older; 1: yes; 5: or older Has (name) ever attended school; 2: no; 2: (नहीं), _मैं ऑनलाइन कक्षाओं सहित?; 8: नहीं पता",,"[""single coded option""]",,,,"if age 5 or older 1 yes Ask only if individual is age 5 or older Has (name) ever attended school 2 no If answer is 2 (no), skip to 12_i including online classes? 8 Don't know"
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,26,hrf_new_eligible_women,repeat: hrf_new_eligible_women,24B_i,hrf_highest_grade_ever,What is the highest grade (name) has ever,What is the highest grade (name) has ever,radiogroup,select_one,"{""render_as"":""radio""}",,,0: Less than one year completed completed?; 1: One year completed; 2: Two years completed; 3: 3 Years completed …; 95: Pre-Primary; 98: Don't know,0: एक साल से भी कम समय पूरा हुआ पूरा?; 1: एक साल पूरा हो गया; 2: Two years completed; 3: 3 साल पूरे...; 95: प्री-प्राइमरी; 98: नहीं पता,,"[""95 Pre-Primary 98 Don't know"",""98 Don't know"",""single coded option""]",,,,What is the highest grade (name) has ever 0 Less than one year completed completed? 1 One year completed 2 Two years completed 3 3 Years completed … 95 Pre-Primary 98 Don't know
HRF,Household Rounds Form,14 MAY 2026,Refs/pretsing forms/household_rounds_form_v2026.05.14.pdf,1,Main form,,27,hrf_new_eligible_women,repeat: hrf_new_eligible_women,25_i,hrf_potential_person_eligible_pregnancy,Potential person eligible for pregnancy,गर्भधारण के लिए योग्य संभावित व्यक्ति,radiogroup,select_one,"{""render_as"":""radio"",""readonly"":true} | readOnly=True",,,"1: yes To be if female, age 18-44, tracking (female, 18-44, and currently and currently married (1; 2: or; 2: no","1: yes To be if female, age 18-44, tracking (female, 18-44, and currently and currently married (1; 2: or; 2: no",,"[""18-44"",""single coded option""]",,True,,"Potential person eligible for pregnancy 1 yes To be automatically filled if female, age 18-44, tracking (female, 18-44, and currently and currently married (1, 2 or 8); Schedule married) woman's questionnaire interview 2 no"
