form_code,form_title,version,source_pdf,section_order,section_title,section_relevance,order,panel_path,repeat_context,source_code,variable_code,label_en,label_hi,type,source_type,appearance,instruction_en,hint_en,choices,choices_hi,relevance,validation,calculation,read_only,required,raw_text
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,24,,,23,baf_baby_weighted_birth,Was the baby weighted at birth?,Was the baby weighted at birth?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Was the baby weighted at birth? 1 Yes 2 No 9 Don't know
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,25,,,24,baf_weight_birth_grams,Weight at birth,Weight at birth,text,decimal,"{""render_as"":""numeric_textbox""} | inputType=number",Unit: grams.,,,,,"[{""type"":""numeric"",""minValue"":0,""maxValue"":9999}]",,,,weight at birth |_|_|_|_| grams
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,26,,,25,baf_length_birth_cm,Length at birth,Length at birth,text,decimal,"{""render_as"":""numeric_textbox""} | inputType=number",Unit: cm.,,,,,"[{""type"":""numeric"",""minValue"":0,""maxValue"":99.9}]",,,,Length at birth |_|_|.|_| cm
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,27,,,26,baf_head_circumference_cm,Head circumference,Head circumference,text,decimal,"{""render_as"":""numeric_textbox""} | inputType=number",Unit: cm.,,,,,"[{""type"":""numeric"",""minValue"":0,""maxValue"":99.9}]",,,,head circumference |_|_|.|_| cm
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,28,,,27,baf_source_information_anthropometrics,Source of information on anthropometrics,Source of information on anthropometrics,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Direct measurement from field worker; 2: Medical records,1: Direct measurement from field worker; 2: Medical records,,"[""single coded option""]",,,,Source of information on anthropometrics 1 Direct measurement from field worker 2 Medical records
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,29,,,28,baf_date_anthropometrics_measured_dd_mm_yyyy,Date when anthropometrics were measured,Date when anthropometrics were measured,text,date,"{""render_as"":""text""} | inputType=date",Format: dd/mm/yyyy.,,,,,"[""dd/mm/yyyy""]",,,,Date when anthropometrics were measured dd/mm/yyyy
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,30,,,29,baf_time_anthropometrics_measured_hh_mm_remaining_questions_live,Time when anthropometrics were measured,Time when anthropometrics were measured,text,time,"{""render_as"":""text""} | inputType=time",Remaining questions are for live births only. Format: HH:MM.,,,,,"[""HH:MM""]",,,,Time when anthropometrics were measured HH:MM REMAINING QUESTIONS ARE FOR LIVE BIRTHS ONLY
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,31,,,30,baf_after_birth_baby_put_chest,"After the birth, was the baby put on your chest?",जन्म के बाद क्या बच्चे को आपकी छाती से लगाया गया था?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,"After the birth, was the baby put on your chest? 1 Yes 2 No 9 Don't know"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,32,,,31,baf_baby_s_bare_skin_touching_bare_skin,Was the baby's bare skin touching your bare skin?,Was the baby's bare skin touching your bare skin?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Was the baby's bare skin touching your bare skin? 1 Yes 2 No 9 Don't know
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,33,,,32,baf_long_after_birth_baby_put_bare_skin_chest,How long after birth was the baby put on your bare skin of your chest?,How long after birth was the baby put on your bare skin of your chest?,multipletext,integer_group,"{""render_as"":""numeric_textboxes""}","Enter 000 for immediately. If less than one hour, record 00 hours. If less than 24 hours, record hours; otherwise record days.",,,,{baf_child_vital_status} = 1,"[""Enter 000 for immediately. If less than 24 hours record hours; otherwise record days.""]",,,,"How long after birth was the baby put on your bare skin of your chest? 000 IMMEDIATELY IF LESS THAN ONE HOUR, RECORD ‘00' HOURS. 1...|_|_| HOURS IF LESS THAN 24 HOURS, RECORD HOURS. 2...|_|_| DAYS OTHERWISE, RECORD DAYS."
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,34,,,33,baf_delivery_time,"At the time of delivery, was the baby immediately wiped dry and then wrapped without being bathed?","At the time of delivery, was the baby immediately wiped dry and then wrapped without being bathed?",radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,"At the time of delivery, was the baby immediately wiped dry and then wrapped 1 Yes without being bathed? 2 No 9 Don't know"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,35,,,34,baf_delivery_time_2,"At the time of delivery, was a clean blade used to cut the cord?",क्या डिलीवरी के समय नाल को काटने के लिए साफ ब्लेड का इस्तेमाल किया गया था?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,"At the time of delivery, was a clean blade used to cut the cord? 1 Yes 2 No 9 Don't know"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,36,,,35,baf_ever_breastfeed_baby,Did you ever breastfeed the baby?,क्या आपने कभी बच्चे को स्तनपान कराया?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No,1: Yes; 2: No,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Did you ever breastfeed the baby? 1 Yes 2 No SKIP to 40
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,37,,,36,baf_long_after_birth_start_breastfeeding_baby,How long after birth did you start breastfeeding the baby?,जन्म के कितने समय बाद आपने बच्चे को स्तनपान कराना शुरू किया?,multipletext,integer_group,"{""render_as"":""numeric_textboxes""}",Enter 000 for immediately. If less than 24 hours record hours; otherwise record days.,,,,{baf_ever_breastfeed_baby} = 1,"[""Enter 000 for immediately. If less than 24 hours record hours; otherwise record days.""]",,,,"How long after birth did you start breastfeeding the baby? 000 IMMEDIATELY IF LESS THAN ONE HOUR, RECORD ‘00' HOURS. 1...|_|_| HOURS IF LESS THAN 24 HOURS, RECORD HOURS. 2...|_|_| DAYS OTHERWISE, RECORD DAYS."
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,38,,,37,baf_baby_receive_colostrum,Did the baby receive colostrum?,क्या बच्चे को कोलोस्ट्रम मिला?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Did the baby receive colostrum? 1 Yes 2 No 9 Don't know
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,39,,,38,baf_baby_been_given_anything_other_than_breast_milk,Has the baby been given anything other than breast milk to eat or drink?,Has the baby been given anything other than breast milk to eat or drink?,radiogroup,select_one,"{""render_as"":""radio""}","Ask about water, infant formula, and common drinks or foods given to newborn infants.",,1: Yes; 2: No,1: Yes; 2: No,{baf_child_vital_status} = 1,"[""single coded option""]",,,,"Has the baby been given anything other than breast milk to eat or drink - anything at all like water, infant formula or [INSERT COMMON DRINKS AND FOODS THAT 1 Yes MAY BE GIVEN TO NEWBORN INFANTS]? 2 No"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,40,,,39,baf_baby_given_drink_anytyhing_else,What was the baby given to drink? Anything else?,What was the baby given to drink? Anything else?,checkbox,select_multiple,"{""render_as"":""checkbox""}",Record all liquids mentioned.,,"1: Milk other than breast milk; 2: Plain water; 3: Sugar or glucose water; 4: Gripe water; 5: Sugar-salt-water solution; 6: Fruit juice; 7: Infant formula; 8: Tea; 9: Honey; 10: Janam ghutti; 11: Other, specify","1: Milk other than breast milk; 2: Plain water; 3: Sugar or glucose water; 4: Gripe water; 5: Sugar-salt-water solution; 6: Fruit juice; 7: Infant formula; 8: Tea; 9: Honey; 10: Janam ghutti; 11: Other, specify",{baf_child_vital_status} = 1,"[""select all that apply""]",,,,What was the baby given to drink? Anytyhing else? A |_| 1=MILK (OTHER THAN BREAST MILK ) RECORD ALL LIQUIDS MENTIONED B |_| 2=PLAIN WATER C |_| 3=SUGAR OR GLUCOSE WATER 4=GRIPE WATER 5=SUGAR-SALT-WATER SOLUTION 6=FRUIT JUICE
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,40.1,,,39_11_specify,baf_baby_given_drink_anytyhing_else_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other, specify is selected.",,,,{baf_baby_given_drink_anytyhing_else} contains 11,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other, specify"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,42,,,40,baf_apgar_score,APGAR score at 5 minutes,APGAR score at 5 minutes,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Extracted from medical records.,,,,{baf_child_vital_status} = 1,"[{""type"":""numeric"",""minValue"":0,""maxValue"":10}] | [""Extract from medical records.""]",,,,APGAR score at 5 minutes |_| extracted from medical records
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,43,,,41,baf,APGAR score at 10 minutes,APGAR score at 10 minutes,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Only if 5-minute score is less than 6. Extracted from medical records.,,,,{baf_child_vital_status} = 1,"[{""type"":""numeric"",""minValue"":0,""maxValue"":10}] | [""Extract from medical records.""]",,,,"If 5 minute score is less than 6, score at 10 minutes |_| extracted from medical records"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,44,,,42,baf_infant_show_any_signs_injury_birth,Did the infant show any signs of injury at birth?,क्या जन्म के समय शिशु में चोट के कोई लक्षण दिखे थे?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_child_vital_status} = 1,"[""single coded option""]",,,,Did the infant show any signs of injury at birth? 1 Yes 2 No SKIP to 44 9 Don't know SKIP to 44
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,45,,,43,baf_signs,What signs?,What signs?,checkbox,select_multiple,"{""render_as"":""checkbox""}",Enter up to 2 responses.,,"1: Bleeding; 2: Bruises; 3: Other, specify; 9: Don't know","1: Bleeding; 2: Bruises; 3: Other, specify; 9: Don't know",{baf_infant_show_any_signs_injury_birth} = 1,"[""select all that apply""]",,,,"What signs? |_| 1=Bleeding (Enter up to 2 responses) |_| 2=Bruises 3=Other, specify_____ 9=Don’t Know"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,45.1,,,43_3_specify,baf_signs_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other, specify is selected.",,,,{baf_signs} contains 3,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other, specify"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,46,,,44,baf_long_after_birth_baby_begin_crying_breathing_minutes,How long after birth did the baby begin crying or breathing?,How long after birth did the baby begin crying or breathing?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Unit: minutes. Enter 99 for don't know.,,,,{baf_child_vital_status} = 1,"[{""type"":""numeric"",""minValue"":0,""maxValue"":99}] | [""99=don’t know)""]",,,,How long after birth did the baby begin crying or breathing? |_|_| Minutes (99=don’t know)
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,47,,,45,baf_any_measures_taken_start_baby_crying_breathing,Were any measures taken to start the baby crying or breathing?,Were any measures taken to start the baby crying or breathing?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,{baf_long_after_birth_baby_begin_crying_breathing_minutes} = 1,"[""single coded option""]",,,,Were any measures taken to start the baby crying or breathing? 1 Yes 2 No SKIP to 47 9 Don't know SKIP to 47
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,48,,,46,baf_done_answer_up_three,What was done?,What was done?,checkbox,select_multiple,"{""render_as"":""checkbox""}",Answer up to three.,,"1: Assisted respiration; 2: Milking/massage umbilical cord; 3: Hitting bottom of feet or back; 4: Turn baby upside down; 5: Massage; 6: Injection; 7: Clean out mouth/nose; 8: Other, specify; 9: Don't know","1: Assisted respiration; 2: Milking/massage umbilical cord; 3: Hitting bottom of feet or back; 4: Turn baby upside down; 5: Massage; 6: Injection; 7: Clean out mouth/nose; 8: Other, specify; 9: Don't know",{baf_child_vital_status} = 1,"[""select all that apply""]",,,,"What was done? ANSWER UP TO THREE A |_| 1=Assisted respiration B |_| 2=Milking/massage umbilical cord C |_| 3=Hitting bottom of feet or back 4=Turn baby upside down 5=Massage 6=Injection 7=Clean out mouth/nose 8=Other, specify____ 9=Don’t Know"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,48.1,,,46_8_specify,baf_done_answer_up_three_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other, specify is selected.",,,,{baf_done_answer_up_three} contains 8,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other, specify"
BAF,Birth Assessment Form,13 MAY 2026,Refs/pretsing forms/birth_assessment_form_v2026.05.13.pdf,1,Birth assessment,,49,,,47,baf_infant_crying_right_after_birth,How was the infant crying right after birth?,जन्म के तुरंत बाद शिशु कैसे रो रहा था?,radiogroup,select_one,"{""render_as"":""radio""}",,,0: Did not cry; 1: Cried weakly; 2: Cried normally or vigorously; 9: Don’t know,0: रोया नहीं; 1: कमजोर होकर रोया; 2: सामान्य रूप से या ज़ोर से रोया; 9: पता नहीं,{baf_done_answer_up_three} = 1,"[""single coded option""]",,,,How was the infant crying right after birth? 0 Did not cry 1 Cried weakly 2 Cried normally or vigorously 9 Don’t know
