form_code,form_title,version,source_pdf,section_order,section_title,section_relevance,order,panel_path,repeat_context,source_code,variable_code,label_en,label_hi,type,source_type,appearance,instruction_en,hint_en,choices,choices_hi,relevance,validation,calculation,read_only,required,raw_text
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,11,,,11,pef_pregnancy_id,Pregnancy ID,गर्भावस्था आईडी,text,text,"{""render_as"":""input""}",,,,,,,,,,Pregnancy ID
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,12,,,12,pef_any_time_during_pregnancy_ultrasound,"At any time during this pregnancy, have you had an ultrasound test?","At any time during this pregnancy, have you had an ultrasound test?",radiogroup,select_one,"{""render_as"":""radio""}","If no, follow up to ensure ultrasound test is performed; skip to 17.",,1: Yes; 2: No,1: Yes; 2: No,,"[""single coded option""]",,,,"At any time during this pregnancy, have you had an ultrasound 1 Yes test? 2 No Need to follow-up to ensure ultrasound test is performed. SKIP TO 17"
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,13,,,13,pef_many_ultrasound_tests_number_ultrasounds,How many ultrasound tests have you had?,How many ultrasound tests have you had?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Record number of ultrasounds.,,,,{pef_any_time_during_pregnancy_ultrasound} = 1,"[{""type"":""numeric"",""minValue"":0,""maxValue"":20}]",,,,How many ultrasound tests have you had? |_|_| number of ultrasounds
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,14,,,14,pef_first_ultrasound_report,Do you have the first ultrasound report with you?,Do you have the first ultrasound report with you?,radiogroup,select_one,"{""render_as"":""radio""}","If no, follow up to locate report; skip to 16.",,1: Yes; 2: No,1: Yes; 2: No,{pef_any_time_during_pregnancy_ultrasound} = 1,"[""single coded option""]",,,,Do you have the first ultrasound report with you? 1 Yes 2 No Needs to follow up to locate report. SKIP TO 16
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,15,,,15,pef_ultrasound_facility,Where was the first ultrasound performed?,Where was the first ultrasound performed?,text,free_text,"{""render_as"":""text""} | inputType=text",Fill name and address of facility.,,,,{pef_first_ultrasound_report} = 1,,,,,Where was the first ultrasound performed Fill name and address of facility
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,16,,,16,pef_reports_second_third_ultrasound,Do you have the reports for your second or third ultrasound tests?,Do you have the reports for your second or third ultrasound tests?,radiogroup,select_one,"{""render_as"":""radio""}",Ask only if question 13 is greater than 1. Upload reports if yes.,,1: Yes; 2: No,1: Yes; 2: No,{pef_many_ultrasound_tests_had_number_ultrasounds} > 1,"[""single coded option""]",,,,Do you have the reports for your second or third ultrasound 1 Yes Ask only if question 13 is greater than 1; Upload reports if tests? answer is 1 (yes) 2 No
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,17,,,17,pef_many_weeks_months_pregnant,How many weeks or months pregnant are you?,How many weeks or months pregnant are you?,multipletext,integer_group,"{""render_as"":""numeric_textboxes""}",Answer only if source is Community health worker or Register; auto-fill if detected via Woman questionnaire.,,,,"{pef_pregnancy_information_source} anyof [2,3,4]","[""Answer only if pregnancy detected by WQ. Record either weeks or months.""]",,,,"How many weeks or months pregnant are you? 1 |_|_| weeks Answer only if 2, 3, or 4 in question 1 (Autofilled if 2 |_|_| months pregnancy detected via woman's questionnaire)"
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,18,,,18,pef_last_menstrual_period_start_answer_only,When did your last menstrual period start?,When did your last menstrual period start?,multipletext,integer_group,"{""render_as"":""numeric_textboxes""}","Use date if given; otherwise record days/weeks/months/years ago. Special codes: 993 hysterectomy, 994 menopause, 995 before last birth, 996 never menstruated.",,,,"{pef_pregnancy_information_source} anyof [3,4]","[""Record date if given; otherwise record days, weeks, months, or years ago. Use special menstrual-status codes where applicable.""]",,,,"When did your last menstrual period start? |_|_|/|_|_|/|_|_| Answer only if 3 or 4 in question 1 (Autofilled if IF LESS THAN 1 WEEK, RECORD DAYS _|_| DATE, IF GIVEN pregnancy detected via woman's questionnaire OR via IF LESS THAN 1 MONTH, RECORD WEEKS |_|_| days ago household round, i.e., if data was collected in the same IF LESS THAN 1 YEAR, RECORD MONTHS |_|_| weeks ago interview/date there is no need to ask it again ) |_|_| months ago |_|_| yeas ago IF LESS THAN 1 WEEK, RECORD DAYS pregnancy detected via woman's questionnaire OR via IF LESS THAN 1 MONTH, RECORD WEEKS household round, i.e., if data was collected in the same IF LESS THAN 1 YEAR, RECORD MONTHS interview/date there is no need to ask it again ) 993 has had hysterectomy 994 in menopause 995 before last birth 996 never menstruated"
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,19,,,19,pef_past,"In the past 30 days, have you sought consultation or medical treatment regarding this pregnancy?","In the past 30 days, have you sought consultation or medical treatment regarding this pregnancy?",radiogroup,select_one,"{""render_as"":""radio""}","If no, skip to 21.",,1: Yes; 2: No,1: Yes; 2: No,,"[""single coded option""]",,,,"In the past 30 days, have you sought consultation or medical 1 Yes treatment regarding this pregnancy? 2 No SKIP TO 21"
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,20,,,20,pef_yes_go_care,"If yes, where did you go for care?","If yes, where did you go for care?",radiogroup,select_one,"{""render_as"":""radio""}",Each site should provide a list of top 10 facilities and one Other option.,,"1: Facility option 1; 2: Facility option 2; 3: Facility option 3; 4: Facility option 4; 5: Facility option 5; 6: Facility option 6; 96: Other, specify","1: Facility option 1; 2: Facility option 2; 3: Facility option 3; 4: Facility option 4; 5: Facility option 5; 6: Facility option 6; 96: Other, specify",{pef_past} = 1,"[""single coded option""]",,,,"If yes, where did you go for care? 1 add options Each site should provide a list of top 10 facilities, leave 2 add options one [Other (specify)] option 3 add options 4 add options 5 add options 6 add options"
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,20.1,,,20_96_specify,pef_yes_go_care_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other, specify is selected.",,,,{pef_yes_go_care} = 96,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other, specify"
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,21,,,21,pef_no_plans_go_antenatal_care,"If no, do you have plans to go for antenatal care?","If no, do you have plans to go for antenatal care?",radiogroup,select_one,"{""render_as"":""radio""}","If no, skip to 23.",,1: Yes; 2: No,1: Yes; 2: No,{pef_past} = 2,"[""single coded option""]",,,,"If no, do you have plans to go for antenatal care? 1 Yes 2 No SKIP TO 23"
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,22,,,22,pef_planning_go_antenatal_care,Where are you planning to go for antenatal care?,Where are you planning to go for antenatal care?,radiogroup,select_one,"{""render_as"":""radio""}",Each site should provide a list of top 10 facilities and one Other option.,,"1: Facility option 1; 2: Facility option 2; 3: Facility option 3; 4: Facility option 4; 5: Facility option 5; 6: Facility option 6; 96: Other, specify","1: Facility option 1; 2: Facility option 2; 3: Facility option 3; 4: Facility option 4; 5: Facility option 5; 6: Facility option 6; 96: Other, specify",{pef_no_plans_go_antenatal_care} = 1,"[""single coded option""]",,,,"Where are you planning to go for antenatal care 1 add options Each site should provide a list of top 10 facilities, leave 2 add options one [Other (specify)] option 3 add options 4 add options 5 add options 6 add options Now I would like to ask some questions about your current health condition"
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,22.1,,,22_96_specify,pef_planning_go_antenatal_care_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other, specify is selected.",,,,{pef_planning_go_antenatal_care} = 96,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other, specify"
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,23,,,23a,pef_currently_diabetes,Do you currently have diabetes?,क्या आपको वर्तमान में मधुमेह है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Do you currently have diabetes? 1 yes 2 no SKIP TO 24a 8 don't know SKIP TO 24a
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,24,,,23b,pef_sought_treatment_problem_diabetes,Have you sought treatment for this problem [diabetes]?,क्या आपने इस समस्या [मधुमेह] के लिए इलाज मांगा है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No,1: Yes; 2: No,{pef_currently_diabetes} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [diabetes]? 1 yes 2 no
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,25,,,24a,pef_currently_hypertension,Do you currently have hypertension?,क्या आपको वर्तमान में उच्च रक्तचाप है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Do you currently have hypertension? 1 yes 2 no SKIP TO 25a 8 don't know SKIP TO 25a
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,26,,,24b,pef_sought_treatment_problem_hypertension,Have you sought treatment for this problem [hypertension]?,क्या आपने इस समस्या [उच्च रक्तचाप] के लिए इलाज मांगा है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No,1: Yes; 2: No,{pef_currently_hypertension} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [hypertension]? 1 yes 2 no
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,27,,,25a,pef_currently_chronic_respiratory_disease_including,Do you currently have chronic respiratory disease including asthma?,Do you currently have chronic respiratory disease including asthma?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Do you currently have chronic respiratory disease including 1 yes asthma? 2 no SKIP TO 26a 8 don't know SKIP TO 26a
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,28,,,25b,pef_sought_treatment_problem_chronic,Have you sought treatment for this problem [chronic respiratory disease including asthma]?,Have you sought treatment for this problem [chronic respiratory disease including asthma]?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No,1: Yes; 2: No,{pef_currently_chronic_respiratory_disease_including} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [chronic 1 yes respiratory disease including asthma]? 2 no
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,29,,,26a,pef_currently_goitre_any_other_thyroid_disorder,Do you currently have Goitre or any other thyroid disorder?,क्या आपको वर्तमान में घेंघा रोग या कोई अन्य थायराइड विकार है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Do you currently have Goitre or any other thyroid disorder? 1 yes 2 no SKIP TO 27a 8 don't know SKIP TO 27a
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,30,,,26b,pef_sought_treatment_problem_goitre_any,Have you sought treatment for this problem [Goitre or any other thyroid disorder]?,Have you sought treatment for this problem [Goitre or any other thyroid disorder]?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No,1: Yes; 2: No,{pef_currently_goitre_any_other_thyroid_disorder} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [Goitre or any 1 yes other thyroid disorder]? 2 no
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,31,,,27a,pef_currently_any_heart_disease,Do you currently have any heart disease?,क्या आपको वर्तमान में कोई हृदय रोग है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Do you currently have any heart disease? 1 yes 2 no SKIP TO 28a 8 don't know SKIP TO 28a
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,32,,,27b,pef_sought_treatment_problem_any_heart,Have you sought treatment for this problem [any heart disease]?,Have you sought treatment for this problem [any heart disease]?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No,1: Yes; 2: No,{pef_currently_any_heart_disease} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [any heart 1 yes disease]?
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,34,,,28a,pef_currently_cancer,Do you currently have cancer?,क्या आपको वर्तमान में कैंसर है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Do you currently have cancer? 1 yes 2 no SKIP TO 29a 8 don't know SKIP TO 29a
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,35,,,28b,pef_sought_treatment_problem_cancer,Have you sought treatment for this problem [cancer]?,क्या आपने इस समस्या [कैंसर] का इलाज मांगा है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No,1: Yes; 2: No,{pef_currently_cancer} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [cancer]? 1 yes 2 no
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,36,,,29a,pef_currently_any_chronic_kidney_disorder,Do you currently have any chronic kidney disorder?,क्या आपको वर्तमान में कोई क्रोनिक किडनी विकार है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Do you currently have any chronic kidney disorder? 1 yes 2 no SKIP TO 30a 8 don't know SKIP TO 30a
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,37,,,29b,pef_sought_treatment_problem_any_chronic,Have you sought treatment for this problem [any chronic kidney disorder]?,Have you sought treatment for this problem [any chronic kidney disorder]?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No,1: Yes; 2: No,{pef_currently_any_chronic_kidney_disorder} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [any chronic 1 yes kidney disorder]? 2 no
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,38,,,30a,pef_currently_anemia,Do you currently have anemia?,क्या आपको वर्तमान में एनीमिया है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Do you currently have anemia? 1 yes 2 no SKIP TO 31 8 don't know SKIP TO 31
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,39,,,30b,pef_sought_treatment_problem_anemia,Have you sought treatment for this problem [anemia]?,Have you sought treatment for this problem [anemia]?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No,1: Yes; 2: No,{pef_currently_anemia} = 1,"[""single coded option""]",,,,"Have you sought treatment for this problem [anemia]? 1 yes 2 no Now I would like to ask about any symptoms that you've had in the past 30 days. In the past 30 days, have you had:"
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,40,,,31,pef_persistent_cough,Persistent Cough?,लगातार खांसी?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Persistent Cough? 1 yes 2 no 8 don't know
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,41,,,32,pef_difficult_rapid_breathing,Difficult or rapid breathing?,साँस लेने में कठिनाई या तेज़?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Difficult or rapid breathing? 1 yes 2 no 8 don't know
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,42,,,33,pef_wheezing_grunting,Wheezing / Grunting?,Wheezing / Grunting?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Wheezing / Grunting? 1 yes 2 no 8 don't know
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,43,,,34,pef_shortness_breath,Shortness of Breath?,Shortness of Breath?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Shortness of Breath? 1 yes 2 no 8 don't know
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,44,,,35,pef_blood_sputum,Blood in Sputum?,थूक में खून?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Blood in Sputum? 1 yes 2 no 8 don't know
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,45,,,36,pef_poor_appetite,Poor Appetite?,अपर्याप्त भूख?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Poor Appetite? 1 yes 2 no 8 don't know
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,46,,,37,pef_nausea,Nausea?,जी मिचलाना?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Nausea? 1 yes 2 no 8 don't know
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,47,,,38,pef_vomiting,Vomiting?,Vomiting?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Vomiting? 1 yes 2 no 8 don't know
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,48,,,39,pef_convulsions,Convulsions (excluding epilepsy)?,आक्षेप (मिर्गी को छोड़कर)?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Convulsions (excluding epilepsy)? 1 yes 2 no 8 don't know
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,49,,,40,pef_swelling_hands,Swelling of Hands?,Swelling of Hands?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Swelling of Hands? 1 yes 2 no 8 don't know
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,50,,,41,pef_swelling_face,Swelling of Face?,Swelling of Face?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Swelling of Face? 1 yes 2 no 8 don't know
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,51,,,42,pef_severe_headache,Severe Headache (prevent normal activity)?,Severe Headache (prevent normal activity)?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,Severe Headache (prevent normal activity)? 1 yes 2 no 8 don't know
PEF,Pregnancy Enrollment Form,11 MAY 2026,Refs/pretsing forms/pregnancy_enrollment_form_v2026.05.11.pdf,1,Main form,,52,,,43,pef_high_fever,High fever (very hot to touch)?,तेज़ बुखार (छूने पर बहुत गर्म)?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 8: Don't know,1: Yes; 2: No; 8: Don't know,,"[""single coded option""]",,,,High fever (very hot to touch)? 1 yes 2 no 8 don't know
