form_code,form_title,version,source_pdf,section_order,section_title,section_relevance,order,panel_path,repeat_context,source_code,variable_code,label_en,label_hi,type,source_type,appearance,instruction_en,hint_en,choices,choices_hi,relevance,validation,calculation,read_only,required,raw_text
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,11,,,11,pff_ultrasound_form_already_been_filled,Has the ultrasound form already been filled?,क्या अल्ट्रासाउंड फॉर्म पहले ही भरा जा चुका है?,radiogroup,select_one,"{""render_as"":""radio"",""readonly"":true} | readOnly=True",,,1: Yes Pre-filled automatically; 2: No,1: Yes Pre-filled automatically; 2: नहीं,,"[""single coded option""]",,True,,"Has the ultrasound form already been filled? 1 Yes Pre-filled automatically, SKIP TO 17 2 No"
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,12,,,12,pff_any_time_during_pregnancy_ultrasound_test,"At any time during this pregnancy, have you had an ultrasound test?",क्या इस गर्भावस्था के दौरान किसी भी समय आपका अल्ट्रासाउंड परीक्षण हुआ है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No,1: हाँ; 2: नहीं,{pff_ultrasound_form_already_been_filled} = 2,"[""single coded option""]",,,,"At any time during this pregnancy, have you had an ultrasound test? 1 Yes 2 No Need to follow-up to ensure ultrasound test is performed. SKIP TO 17"
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,13,,,13,pff_many_ultrasound_tests_number_ultrasounds,How many ultrasound tests have you had?,आपके कितने अल्ट्रासाउंड परीक्षण हुए हैं?,text,integer,"{""render_as"":""fixed_width_numeric_boxes""} | inputType=number",,,,,{pff_ultrasound_form_already_been_filled} = 2 and {pff_any_time_during_pregnancy_ultrasound_test} = 1,"[{""type"":""numeric""}]",,,,How many ultrasound tests have you had? |_|_| number of ultrasounds
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,14,,,14,pff_first_ultrasound_report,Do you have the first ultrasound report with you?,क्या आपके पास पहली अल्ट्रासाउंड रिपोर्ट है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No,1: हाँ; 2: नहीं,{pff_ultrasound_form_already_been_filled} = 2 and {pff_any_time_during_pregnancy_ultrasound_test} = 1,"[""single coded option""]",,,,Do you have the first ultrasound report with you? 1 Yes 2 No Needs to follow up to locate report.
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,15,,,15,pff_ultrasound_facility,Where was the first ultrasound performed Fill name and address of facility,Where was the first ultrasound performed Fill name and address of facility,text,free_text,"{""render_as"":""input""}",,,,,{pff_ultrasound_form_already_been_filled} = 2 and {pff_any_time_during_pregnancy_ultrasound_test} = 1 and {pff_first_ultrasound_report} = 1,,,,,Where was the first ultrasound performed Fill name and address of facility
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,16,,,16,pff_reports_second_third_ultrasound_tests,Do you have the reports for your second or third ultrasound tests?,क्या आपके पास दूसरे या तीसरे अल्ट्रासाउंड परीक्षण की रिपोर्ट है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 13: is greater than 1; if report(s) is already uploaded; 2: No,1: हाँ; 13: is greater than 1; if report(s) is already uploaded; 2: नहीं,{pff_ultrasound_form_already_been_filled} = 2 and {pff_how_many_ultrasound_tests_had_number_ultrasounds} > 1,"[""single coded option""]",,,,Do you have the reports for your second or third ultrasound tests? 1 Yes Ask only if question 13 is greater than 1; SKIP TO 17 if report(s) is already uploaded 2 No
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,17,,,17,pff_past,In the past,पिछले,radiogroup,select_one,"{""render_as"":""radio""}",,,"30: days, have you sought consultation or medical treatment regarding; 1: Yes this pregnancy?; 2: No","30: days, have you sought consultation or medical treatment regarding; 1: Yes this pregnancy?; 2: नहीं",,"[""single coded option""]",,,,"In the past 30 days, have you sought consultation or medical treatment regarding 1 Yes this pregnancy? 2 No SKIP TO 19"
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,18,,,18,pff_yes_go_care,"If yes, where did you go for care?","यदि हां, तो आप देखभाल के लिए कहां गये थे?",radiogroup,select_one,"{""render_as"":""radio""}",,,"1: add options Each site should provide a list of top; 10: facilities, leave one; 2: add options [Other (specify)] option; 3: add options If short form:; 4: add options If long form:; 5: add options; 6: add options","1: add options Each site should provide a list of top; 10: facilities, leave one; 2: add options [Other (specify)] option; 3: add options If short form:; 4: add options If long form:; 5: add options; 6: add options",{pff_past} = 1,"[""single coded option""]",,,,"If yes, where did you go for care? 1 add options Each site should provide a list of top 10 facilities, leave one 2 add options [Other (specify)] option 3 add options If short form: END OF INTERVIEW 4 add options If long form: SKIP TO 21 5 add options 6 add options"
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,18.1,,,18_2_specify,pff_yes_go_care_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}",Complete only if add options [Other (specify)] option is selected.,,,,{pff_yes_go_care} = 2,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,add options [Other (specify)] option
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,19,,,19,pff_no_plans_go_antenatal_care,"If no, do you have plans to go for antenatal care?","यदि नहीं, तो क्या आपकी प्रसवपूर्व देखभाल की योजना है?",radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes If short form and answer is; 2: (no):; 2: No If long form:,1: Yes If short form and answer is; 2: (नहीं):; 2: नहीं यदि लंबा फॉर्म:,{pff_past} = 2,"[""single coded option""]",,,,"If no, do you have plans to go for antenatal care? 1 Yes If short form and answer is 2 (no): END OF INTERVIEW 2 No If long form: SKIP TO 21"
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,20,,,20,pff_planning_go_antenatal_care,Where are you planning to go for antenatal care,Where are you planning to go for antenatal care,radiogroup,select_one,"{""render_as"":""radio""}",,,"1: add options Each site should provide a list of top; 10: facilities, leave one; 2: add options [Other (specify)] option; 3: add options If short form:; 4: add options If long form:; 5: add options; 6: add options SHORT FORM STOPS HERE Now; I: would like to ask some questions about your current health condition","1: add options Each site should provide a list of top; 10: facilities, leave one; 2: add options [Other (specify)] option; 3: add options If short form:; 4: add options If long form:; 5: add options; 6: add options SHORT FORM STOPS HERE Now; I: would like to ask some questions about your current health condition",{pff_no_plans_go_antenatal_care} = 1,"[""single coded option""]",,,,"Where are you planning to go for antenatal care 1 add options Each site should provide a list of top 10 facilities, leave one 2 add options [Other (specify)] option 3 add options If short form: END OF INTERVIEW 4 add options If long form: SKIP TO 21 5 add options 6 add options SHORT FORM STOPS HERE Now I would like to ask some questions about your current health condition"
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,20.1,,,20_2_specify,pff_planning_go_antenatal_care_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}",Complete only if add options [Other (specify)] option is selected.,,,,{pff_planning_go_antenatal_care} = 2,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,add options [Other (specify)] option
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,21,,,21a,pff_currently_diabetes,Do you currently have diabetes?,क्या आपको वर्तमान में मधुमेह है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Do you currently have diabetes? 1 yes 2 no SKIP TO 22a 8 don't know SKIP TO 22a
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,22,,,21b,pff_sought_treatment_problem_diabetes,Have you sought treatment for this problem [diabetes]?,क्या आपने इस समस्या [मधुमेह] के लिए इलाज मांगा है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no,1: yes; 2: no,{pff_currently_diabetes} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [diabetes]? 1 yes 2 no
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,23,,,22a,pff_currently_hypertension,Do you currently have hypertension?,क्या आपको वर्तमान में उच्च रक्तचाप है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Do you currently have hypertension? 1 yes 2 no SKIP TO 23a 8 don't know SKIP TO 23a
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,24,,,22b,pff_sought_treatment_problem_hypertension,Have you sought treatment for this problem [hypertension]?,क्या आपने इस समस्या [उच्च रक्तचाप] के लिए इलाज मांगा है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no,1: yes; 2: no,{pff_currently_hypertension} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [hypertension]? 1 yes 2 no
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,25,,,23a,pff_currently_chronic_respiratory_disease_including_asthma,Do you currently have chronic respiratory disease including asthma?,क्या आपको वर्तमान में अस्थमा सहित पुरानी श्वसन संबंधी बीमारी है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Do you currently have chronic respiratory disease including asthma? 1 yes 2 no SKIP TO 24a 8 don't know SKIP TO 24a
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,26,,,23b,pff_sought_treatment_problem_chronic_respiratory_disease_including,Have you sought treatment for this problem [chronic respiratory disease including,क्या आपने इस समस्या [पुरानी श्वसन रोग सहित] के लिए इलाज की मांग की है,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes asthma]?; 2: no,1: yes asthma]?; 2: no,{pff_currently_chronic_respiratory_disease_including_asthma} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [chronic respiratory disease including 1 yes asthma]? 2 no
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,27,,,24a,pff_currently_goitre_any_other_thyroid_disorder,Do you currently have Goitre or any other thyroid disorder?,क्या आपको वर्तमान में घेंघा रोग या कोई अन्य थायराइड विकार है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Do you currently have Goitre or any other thyroid disorder? 1 yes 2 no SKIP TO 25a 8 don't know SKIP TO 25a
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,28,,,24b,pff_sought_treatment_problem_goitre_any_other_thyroid,Have you sought treatment for this problem [Goitre or any other thyroid,क्या आपने इस समस्या [घेंघा रोग या किसी अन्य थायरॉइड] के लिए उपचार मांगा है,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes disorder]?; 2: no,1: yes disorder]?; 2: no,{pff_currently_goitre_any_other_thyroid_disorder} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [Goitre or any other thyroid 1 yes disorder]? 2 no
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,29,,,25a,pff_currently_any_heart_disease,Do you currently have any heart disease?,क्या आपको वर्तमान में कोई हृदय रोग है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Do you currently have any heart disease? 1 yes 2 no SKIP TO 26a 8 don't know SKIP TO 26a
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,30,,,25b,pff_sought_treatment_problem_any_heart_disease,Have you sought treatment for this problem [any heart disease]?,क्या आपने इस समस्या [किसी हृदय रोग] का इलाज मांगा है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no,1: yes; 2: no,{pff_currently_any_heart_disease} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [any heart disease]? 1 yes 2 no
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,31,,,26a,pff_currently_cancer,Do you currently have cancer?,क्या आपको वर्तमान में कैंसर है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Do you currently have cancer? 1 yes 2 no SKIP TO 27a 8 don't know SKIP TO 27a
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,32,,,26b,pff_sought_treatment_problem_cancer,Have you sought treatment for this problem [cancer]?,क्या आपने इस समस्या [कैंसर] का इलाज मांगा है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no,1: yes; 2: no,{pff_currently_cancer} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [cancer]? 1 yes 2 no
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,33,,,27a,pff_currently_any_chronic_kidney_disorder,Do you currently have any chronic kidney disorder?,क्या आपको वर्तमान में कोई क्रोनिक किडनी विकार है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Do you currently have any chronic kidney disorder? 1 yes 2 no SKIP TO 28a 8 don't know SKIP TO 28a
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,34,,,28b,pff_sought_treatment_problem_any_chronic_kidney_disorder,Have you sought treatment for this problem [any chronic kidney disorder]?,क्या आपने इस समस्या [किसी क्रोनिक किडनी विकार] के लिए इलाज मांगा है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no,1: yes; 2: no,{pff_currently_any_chronic_kidney_disorder} = 1,"[""single coded option""]",,,,Have you sought treatment for this problem [any chronic kidney disorder]? 1 yes 2 no
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,35,,,29a,pff_currently_anemia,Do you currently have anemia?,क्या आपको वर्तमान में एनीमिया है?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Do you currently have anemia? 1 yes 2 no SKIP TO 30 8 don't know SKIP TO 30
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,36,,,29b,pff_sought_treatment_problem_anemia,Have you sought treatment for this problem [anemia]?,क्या आपने इस समस्या [एनीमिया] के लिए इलाज मांगा है?,radiogroup,select_one,"{""render_as"":""radio""}",,,"1: yes; 2: no Now; I: would like to ask about any symptoms that you've had in the past; 30: days. In the past; 30: days, have you had:","1: yes; 2: no Now; I: would like to ask about any symptoms that you've had in the past; 30: days. In the past; 30: days, have you had:",{pff_currently_anemia} = 1,"[""single coded option""]",,,,"Have you sought treatment for this problem [anemia]? 1 yes 2 no Now I would like to ask about any symptoms that you've had in the past 30 days. In the past 30 days, have you had:"
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,37,,,30,pff_persistent_cough,Persistent Cough?,लगातार खांसी?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Persistent Cough? 1 yes 2 no 8 don't know
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,38,,,31,pff_difficult_rapid_breathing,Difficult or rapid breathing?,साँस लेने में कठिनाई या तेज़?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no,1: yes; 2: no,{pff_visit_type} = 2,"[""single coded option""]",,,,Difficult or rapid breathing? 1 yes 2 no
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,39,,,31,pff_difficult_rapid_breathing_2,Difficult or rapid breathing?,साँस लेने में कठिनाई या तेज़?,radiogroup,select_one,"{""render_as"":""radio""}",,,8: don't know,8: don't know,,"[""single coded option""]",,,,Difficult or rapid breathing? 8 don't know
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,40,,,32,pff_wheezing_grunting,Wheezing / Grunting?,Wheezing / Grunting?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Wheezing / Grunting? 1 yes 2 no 8 don't know
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,41,,,33,pff_shortness_breath,Shortness of Breath?,Shortness of Breath?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Shortness of Breath? 1 yes 2 no 8 don't know
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,42,,,34,pff_blood_sputum,Blood in Sputum?,थूक में खून?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Blood in Sputum? 1 yes 2 no 8 don't know
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,43,,,35,pff_poor_appetite,Poor Appetite?,अपर्याप्त भूख?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Poor Appetite? 1 yes 2 no 8 don't know
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,44,,,36,pff_nausea,Nausea?,जी मिचलाना?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Nausea? 1 yes 2 no 8 don't know
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,45,,,37,pff_vomiting,Vomiting?,Vomiting?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Vomiting? 1 yes 2 no 8 don't know
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,46,,,38,pff_convulsions,Convulsions (excluding epilepsy)?,आक्षेप (मिर्गी को छोड़कर)?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Convulsions (excluding epilepsy)? 1 yes 2 no 8 don't know
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,47,,,39,pff_swelling_hands,Swelling of Hands?,Swelling of Hands?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Swelling of Hands? 1 yes 2 no 8 don't know
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,48,,,40,pff_swelling_face,Swelling of Face?,Swelling of Face?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Swelling of Face? 1 yes 2 no 8 don't know
PFF,Pregnancy Follow-Up Form,11 MAY 2026,Refs/pretsing forms/pregnancy_followup_form_v2026.05.11.pdf,1,Pregnancy follow-up,,49,,,41,pff_severe_headache,Severe Headache (prevent normal activity)?,Severe Headache (prevent normal activity)?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: yes; 2: no; 8: don't know,1: yes; 2: no; 8: don't know,{pff_visit_type} = 2,"[""single coded option""]",,,,Severe Headache (prevent normal activity)? 1 yes 2 no 8 don't know
