form_code,form_title,version,source_pdf,section_order,section_title,section_relevance,order,panel_path,repeat_context,source_code,variable_code,label_en,label_hi,type,source_type,appearance,instruction_en,hint_en,choices,choices_hi,relevance,validation,calculation,read_only,required,raw_text
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,32,,,31,pof_accident_receive_injury_any_kind_during_final_2,Did you have an accident or receive an injury of any kind during the final 8-28 days of this pregnancy?,Did you have an accident or receive an injury of any kind during the final 8-28 days of this pregnancy?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""8-28"",""single coded option""]",,,,Did you have an accident or receive an injury of any kind during the final 8-28 1 Yes days of this pregnancy? 2 No 9 Don't know
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,33,,,32,pof_yes_explain_happened_free_answer,"If yes, please explain what happened","If yes, please explain what happened",text,free_text,"{""render_as"":""text""} | inputType=text",Free answer.,,,,,,,,,"If yes, please explain what happened _______ free answer"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,34,,,33,pof_baby_moving_last_few_days_before_birth,Was the baby moving in the last few days before birth?,Was the baby moving in the last few days before birth?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Was the baby moving in the last few days before birth? 1 Yes 2 No 9 Don't know
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,35,,,34,pof_last_feel_baby_move,When did you last feel the baby move?,When did you last feel the baby move?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Enter 00 for less than one hour before birth; 01-97 for hours before delivery; 98 for 98 hours or more; 99 for don't know. Stop here if gestational age at delivery is less than 20 weeks.,,,,,"[{""type"":""numeric"",""minValue"":0,""maxValue"":99}] | [""Enter 00 for less than one hour, 01-97 for hours, 98 for 98 hours or more, 99 for don't know.""]",,,,When did you last feel the baby move? |_|_| 00=less than one hour before birth 01-97=1-97 hours before delivery 98=98 hours or more 99=don't know STOP HERE IF GESTATIONAL AGE AT TIME OF DELIVERY IS LESS THAN 20 WEEKS
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,36,,,35,pof_delivery_take_place,Where did the delivery take place?,Where did the delivery take place?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Health facility (clinic or hospital); 2: At home; 3: On the way to facility; 4: Outdoors,1: स्वास्थ्य सुविधा (क्लिनिक या अस्पताल); 2: घर पर; 3: सुविधा के रास्ते पर; 4: सड़क पर,,"[""single coded option""]",,,,Where did the delivery take place? 1 Health facility (clinic or hospital) SKIP to 39 2 At home 3 On the way to facility SKIP to 42 4 Outdoors SKIP to 38
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,37,,,36,pof_whose_home,Whose home was this?,Whose home was this?,radiogroup,select_one,"{""render_as"":""radio""}","If own home or other, skip to 38.",,1: Own home; 2: Parental home; 3: Other (specify),1: खुद का घर; 2: पैतृक घर; 3: अन्य (बताएँ),{pof_delivery_take_place} = 2,"[""single coded option""]",,,,Whose home was this? 1 Own home SKIP to 38 2 Parental home 3________ Other (specify) SKIP to 38
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,37.1,,,36_3_specify,pof_whose_home_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}",Complete only if Other (specify) is selected.,,,,{pof_whose_home} = 3,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,Other (specify)
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,38,,,37,pof_give_address_free_answer,Please give address,Please give address,text,free_text,"{""render_as"":""input""}",Free answer.,,,,,,,,,Please give address ___________ free answer
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,39,,,38,pof_why_didn_t_deliver_health_facility,Why didn't you deliver in a health facility?,Why didn't you deliver in a health facility?,radiogroup,select_one,"{""render_as"":""radio""}",Skip to 42 after this question.,,"1: Tradition to deliver at home; 2: Baby came too fast; 3: Too far to go; 4: Didn't have transport; 5: Didn't have funds to pay; 6: Didn't trust quality of care; 7: Not necessary to go; 8: Other reasons, specify; 9: Don't know","1: Tradition to deliver at home; 2: Baby came too fast; 3: Too far to go; 4: Didn't have transport; 5: Didn't have funds to pay; 6: Didn't trust quality of care; 7: Not necessary to go; 8: Other reasons, specify; 9: Don't know","{pof_delivery_take_place} anyof [2,4]","[""single coded option""]",,,,Why didn't you deliver in a health facility? 1 Tradition to deliver at home SKIP to 42 2 Baby came too fast SKIP to 42
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,39.1,,,38_8_specify,pof_why_didn_t_deliver_health_facility_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other reasons, specify is selected.",,,,{pof_why_didn_t_deliver_health_facility} = 8,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other reasons, specify"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,41,,,39,pof_facility_go_deliver_give_name_address,Which facility did you go to deliver?,Which facility did you go to deliver?,text,free_text,"{""render_as"":""text""} | inputType=text",Give name and address.,,,,,,,,,Which facility did you go to deliver? Please give name and address ___________
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,42,,,40,pof_some_health_personnel_check_fetal_heart_rate_upon,Did some health personnel check the fetal heart rate upon admission to the health facility?,Did some health personnel check the fetal heart rate upon admission to the health facility?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Did some health personnel check the fetal heart rate upon admission to the 1 Yes health facility? 2 No 9 Don't know
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,43,,,41,pof_fetal_heart_rate_upon_admission,What was the fetal heart rate upon admission?,What was the fetal heart rate upon admission?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: High (>160 bpm); 2: Normal (120-160 bpm); 3: Low (<120 bpm); 4: No signs of heartbeat; 5: Don't know,1: High (>160 bpm); 2: Normal (120-160 bpm); 3: Low (<120 bpm); 4: No signs of heartbeat; 5: Don't know,,"[""120-160"",""single coded option""]",,,,What was the fetal heart rate upon admission? 1 high (<160 bpm) 2 normal (120-160 bpm 3 low (<120 bpm) 4 no signs of heart beat 5 don't know
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,44,,,42,pof_any_complications_during_delivery,Did you have any complications during delivery?,क्या आपको प्रसव के दौरान कोई जटिलता हुई?,radiogroup,select_one,"{""render_as"":""radio""}",,,1: Yes; 2: No; 9: Don't know,1: Yes; 2: No; 9: Don't know,,"[""single coded option""]",,,,Did you have any complications during delivery? 1 Yes 2 No SKIP to 44 9 Don't know SKIP to 44
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,45,,,43,pof_complication_answer_up,What was the complication?,What was the complication?,checkbox,select_multiple,"{""render_as"":""checkbox""}",Answer up to 3 reasons.,,"1: Excessive bleeding; 2: Prolonged labor; 3: Baby got stuck; 4: Convulsions; 5: Fever; 6: Other, specify; 9: Don't know","1: Excessive bleeding; 2: Prolonged labor; 3: Baby got stuck; 4: Convulsions; 5: Fever; 6: Other, specify; 9: Don't know",,"[""select all that apply""]",,,,"What was the complication? (Answer up to 3 reasons) A |_| 1=Excessive bleeding B |_| 2=Prolonged labor C |_| 3=Baby got stuck 4=Convulsions 5=Fever 6=Other, specify 9= Don’t Know"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,45.1,,,43_6_specify,pof_complication_answer_up_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other, specify is selected.",,,,{pof_complication_answer_up} contains 6,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other, specify"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,46,,,44,pof_assisted_delivery_anyone_else,Who assisted at the delivery? Anyone else?,Who assisted at the delivery? Anyone else?,checkbox,select_multiple,"{""render_as"":""checkbox""}","Probe for type of person. Record all persons assisting. If respondent says no one assisted, probe whether any adults were present during delivery.",,"1: Doctor; 2: ANM/Nurse/Midwife/LHV; 3: Other health personnel; 4: AYUSH practitioner; 5: Dai (TBA); 6: Friend/relative; 7: Other, specify; 8: No one","1: Doctor; 2: ANM/Nurse/Midwife/LHV; 3: Other health personnel; 4: AYUSH practitioner; 5: Dai (TBA); 6: Friend/relative; 7: Other, specify; 8: No one",,"[""select all that apply""]",,,,Who assisted at the delivery ? Anyone else? A |_| 1=DOCTOR B |_| 2=ANM/NURSE/MIDWIFE/LHV PROBE FOR THE TYPE OF PERSON. C |_| 3=OTHER HEALTH PERSONNEL RECORD ALL PERSONS ASSISTING. D |_| 4=AYUSH PACTITIONER IF RESPONDENTS SAYS NO ONE ASSISTED? PROBE TO DETERMINE WHETHER ANY 5=DAI (TBA) ADULTS WERE PRESENT DURING DELIVERY; 6=FRIEND/RELATIVE 7=OTHER ________ (SPECIFY) 8=NO ONE
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,46.1,,,44_7_specify,pof_assisted_delivery_anyone_else_other_specify,Specify other response,अन्य उत्तर निर्दिष्ट करें,text,text_other_specify,"{""render_as"":""input""}","Complete only if Other, specify is selected.",,,,{pof_assisted_delivery_anyone_else} contains 7,"[{""type"":""text"",""minLength"":1,""maxLength"":120,""text"":{""default"":""Specify the other response."",""hi"":""अन्य उत्तर निर्दिष्ट करें।"",""kn"":"""",""mr"":"""",""ta"":"""",""te"":"""",""ur"":""""}}]",,,True,"Other, specify"
POF,Pregnancy Outcome Form,13 MAY 2026,Refs/pretsing forms/pregnancy_outcome_form_v2026.05.13.pdf,1,Pregnancy outcome,,47,,,45,pof_many_hours_labor_pains_last,How many hours did the labor pains last?,How many hours did the labor pains last?,text,integer,"{""render_as"":""numeric_textbox""} | inputType=number",Enter 00 for less than one hour; 01-97 for hours; 98 for 98 hours or more; 99 for don't know.,,,,,"[{""type"":""numeric"",""minValue"":0,""maxValue"":99}] | [""Enter 00 for less than one hour, 01-97 for hours, 98 for 98 hours or more, 99 for don't know.""]",,,,How many hours did the labor pains last? |_|_| 00=less than one hour 01-97=1-97 hours 98=98 hours or more 99=don't know
